Provincia;Isla;Municipio;Nombre Playa o ZBM;ID DGE;Clasificación;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;ID MAPAMA;Nombre MAPAMA;ID Pilotaje Litoral;Nombre Pilotaje Litoral;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);PSS Registrado DGSE;PSS Nº Registro;PSS Fecha Registro;Fecha de última actualización
Las Palmas;Lanzarote;Yaiza;Montaña Roja;213057700;Libre;Alto;Alta;;Playa;3106;Montaña Roja;10043;PLAYA MONTAÑA ROJA;No;No;null;null;null;null;Si;No;No;No;Si;Si;No;No;No;260;20;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;32886;"28°51'40.16640398""N";"13°51'35.54328295""W";No;;;07/12/2023
Las Palmas;Lanzarote;Yaiza;Janubio;213057800;Peligrosa;Bajo;Baja;;Playa;3107;Janubio;10044;PLAYA JANUBIO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;820;30;Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°56'14.35201200""N";"13°49'55.41966699""W";No;;;07/12/2023
Las Palmas;Lanzarote;Yaiza;Montaña Bermeja;213057900;Peligrosa;Bajo;Baja;;Playa;3108;Montaña Bermeja;10045;PLAYA MONTAÑA BERMEJA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;455;70;Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°57'35.52050870""N";"13°49'48.61885061""W";No;;;07/12/2023
Las Palmas;Lanzarote;Yaiza;Charco de los Clicos;213058000;Peligrosa;Alto;Alta;;Playa;3109;Charco de los Clicos;10046;PLAYA CHARCO DE LOS CLICOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;500;60;Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°58'34.02678362""N";"13°49'43.64747408""W";No;;;07/12/2023
Las Palmas;Lanzarote;Yaiza;El Golfo;213058100;Peligrosa;Bajo;Baja;;Playa;3110;El Golfo;10130;PLAYA DEL GOLFO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;Si;600;10;Bolos / Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;32886;"28°58'58.24705711""N";"13°49'54.55966039""W";No;;;07/12/2023
Las Palmas;Lanzarote;Yaiza;Paso;213058200;Peligrosa;Bajo;Baja;;Playa;3111;Paso;10129;PLAYA DEL PASO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;120;11;Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Barco;32886;"28°59'50.10896772""N";"13°49'49.80518553""W";No;;;07/12/2023
Las Palmas;Lanzarote;Yaiza;Playa del Cochino;213058300;Peligrosa;Bajo;Baja;;ZBM;203.530;Playa del Cochino;10127;PLAYA DEL COCHINO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;700;70;Callaos / Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Barco;32886;"29°01'51.28789878""N";"13°48'55.12881527""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa del Risco;314061100;Peligrosa;Moderado;Media;Bajo;Playa;2828;Risco;30127;PLAYA DEL RISCO;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;435;41;Bolos / Grava / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil;5710;"28°03'13.34903997""N";"15°44'20.95722822""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Faneroque;314061200;Peligrosa;Bajo;Baja;Bajo;Playa;2829;Faneroque;30126;PLAYA DE FANEROQUE;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;260;65;Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil;5710;"28°03'49.49775485""N";"15°43'53.19759910""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Sotavento;314061300;Peligrosa;Bajo;Baja;Bajo;Playa;2830;Sotavento;30148;PLAYA DE SOTAVENTO;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;200;34;Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Coche;5710;"28°04'51.99172381""N";"15°42'44.33313891""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Arena en Guayedra;314061400;Peligrosa;Moderado;Media;Bajo;Playa;;;30125;PLAYA 30125;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;438;20;Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Coche;5710;"28°05'02.56587561""N";"15°42'36.83467119""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Piedra de Guayedra;314061500;Libre;Bajo;Baja;Bajo;Playa;2831;Guayedra;30124;PLAYA DE GUAYEDRA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;200;48;Bolos / Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie difícil / Coche;5710;"28°05'13.95840548""N";"15°42'32.45881024""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa del Dedo de Dios;314061600;Uso Prohibido;null;null;;Playa;;;;;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;Callaos;;;Aislada;;5710;"28°05'46.98154140""N";"15°42'28.69391056""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Delante del Muelle Viejo;314061700;Peligrosa;Alto;Alta;Bajo;Playa;2832;Las Nieves II;;;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;210;30;Callaos / Arena;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;5710;"28°06'02.36625168""N";"15°42'35.87702098""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Atrás del Muelle Viejo;314061800;Peligrosa;Alto;Alta;Bajo;Playa;2833;Las Nieves I;;;Si;Si;Si;Si;Si;No;No;Si;Si;Si;No;No;No;No;No;220;20;Callaos;;Aguas tranquilas;Semiurbana;A pie fácil / Coche;5710;"28°06'04.05775950""N";"15°42'40.77223587""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de Las Salinas-Piscinas Naturales;314061900;Peligrosa;Moderado;Media;Bajo;ZBM;2834;Las Salinas;30123;PLAYA LAS SALINAS;No;No;No;Si;Si;No;Si;Si;No;No;No;No;No;No;No;160;20;Roca;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;5710;"28°06'23.10410314""N";"15°42'39.96394988""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agaete;Playa de La Caleta;314062000;Peligrosa;Bajo;Baja;Medio;Playa;2835;Turman;30121;PLAYA DE LA CALETA;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;95;30;Roca;;Oleaje moderado / Ventosa;Aislada;A pie fácil;5710;"28°06'30.34740093""N";"15°42'24.90963178""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Playa de Vargas;315065100;Peligrosa;Bajo;Baja;;Playa;2837;Vargas;30024;PLAYA DE VARGAS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;1300;15;Callaos;;Oleaje moderado / Ventosa;Aislada;Coche;entre 20.000 y 100.000;"27°53'10.59253258""N";"15°23'36.28873600""W";Si;315065100;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Playa de Los Tres Peos;315065200;Peligrosa;Bajo;Baja;;Playa;;;30187;PLAYA DE LOS TRES PEOS;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;203;27;Roca;;Ventosa;Aislada;A pie;entre 20.000 y 100.000;"27°52'47.45689292""N";"15°23'25.63300384""W";Si;0064-315065200;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Playa de Los Cuervitos;315065300;Peligrosa;Bajo;Baja;;Playa;;;30188;PLAYA DE LOS CUERVITOS;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;129;11;Arena;Oscura;Ventosa;Aislada;A pie;entre 20.000 y 100.000;"27°52'34.06624510""N";"15°23'09.52662651""W";Si;0065-315065300;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Playa de Cabrón;315065400;Libre;Moderado;Media;;Playa;2838;El Cabrón;30061;PLAYA DE CABRÓN;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;290;27;Arena;Dorada;Aguas tranquilas / Ventosa;Aislada;Coche;entre 20.000 y 100.000;"27°52'16.33262233""N";"15°23'10.25288967""W";Si;0066-315065400;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Playa El Muelle Viejo;315065500;Libre;Moderado;Media;;Playa;;;30189;PLAYA 30189;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;130;20;Arena;Oscura;Ventosa / Oleaje;Semiurbana;A pie fácil;entre 20.000 y 100.000;"27°51'40.21729268""N";"15°23'10.90208624""W";Si;0067-315065500;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Risco Verde;315065600;Libre;null;null;;ZBM;;;;;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;Oleaje moderado;Urbana;A pie;entre 20.000 y 100.000;"27°51'27.42489567""N";"15°23'12.09555975""W";Si;0068-315065600;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Cañada de Los Conejos;315065700;Libre;null;;;ZBM;;;;;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;Oleaje moderado;Urbana;A pie;entre 20.000 y 100.000;"27°51'23.05569104""N";"15°23'17.77194880""W";Si;0069-315065700;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Agüimes;Playa El Soco Negro;315065800;Libre;null;null;;ZBM;2839;Arinaga;30205;PLAYA DEL SOCO NEGRO;No;No;null;Si;null;null;No;Si;Si;Si;No;No;No;No;No;166;8;Arena;Oscura;;Urbana;A pie;entre 20.000 y 100.000;"27°51'21.09146330""N";"15°23'29.67922279""W";Si;0070-315065800;02/09/2020;08/01/2026
Las Palmas;Gran Canaria;Agüimes;Playa de Arinaga;315065900;Libre;Alto;Alta;;Playa;2839;Arinaga;30060;PLAYA DE ARINAGA;Si;Si;null;Si;Si;null;No;Si;Si;Si;No;No;No;No;No;700;70;Callaos / Grava;;Oleaje moderado / Ventosa;Urbana;A pie fácil;entre 20.000 y 100.000;"27°51'23.83695914""N";"15°23'43.13704847""W";Si;0071-315065900;02/09/2020;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa de San Andrés;317070100;Peligrosa;Moderado;Media;Medio;Playa;2842;San Andrés;30091;PLAYA DE SAN ANDRÉS;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;450;15;Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie / Coche;entre 20.000 y 100.000;"28°08'46.95802976""N";"15°33'28.20757042""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa Los Enanos;317070200;Peligrosa;Moderado;Media;Medio;Playa;2843;Los Enanos;30090;PLAYA LOS ENANOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;350;10;Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie / Coche;entre 20.000 y 100.000;"28°08'45.60327190""N";"15°33'06.35098122""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa El Peñon;317070300;Peligrosa;Bajo;Baja;Medio;Playa;2844;El Peñón;30089;PLAYA EL PEÑON;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;150;15;Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'47.42885965""N";"15°32'56.43301750""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa de Quintanilla;317070400;Peligrosa;Moderado;Media;Medio;Playa;2845;Quintanilla;30088;PLAYA DE QUINTANILLA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;160;15;Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'46.07748701""N";"15°32'48.07703356""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa Los Marrajos;317070500;Peligrosa;Bajo;Baja;Medio;Playa;2846;Los Marrajos;30087;PLAYA LOS MARRAJOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;110;20;Callaos / Roca / Arena;Oscura;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'49.26079902""N";"15°32'36.31971270""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa La Fuente;317070600;Peligrosa;Bajo;Baja;Medio;Playa;2847;La Fuente;30086;PLAYA LA FUENTE;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;170;30;Callaos / Roca;Oscura;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°08'57.35797165""N";"15°32'25.60354772""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Playa Las Coloradas;317070700;Peligrosa;Bajo;Baja;Bajo;Playa;2848;Las Coloradas;30084;PLAYA LAS COLORADAS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;170;15;Callaos;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°08'58.10164867""N";"15°32'20.97562814""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Los Charcones;317070800;Libre;Alto;Alta;Medio;ZBM;2849;Los Charcones;30085;LOS CHARCONES;Si;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;175;20;Callaos / Grava / Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'02.22415286""N";"15°32'16.28387630""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;El Puertillo (Bocabarranco);317070900;Libre;Alto;Alta;Medio;Playa;2850;El Puertillo;30083;PLAYA DEL PUERTILLO;No;Si;null;null;null;null;Si;No;No;Si;No;No;No;No;No;120;30;Arena;Dorada;Oleaje moderado;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°08'59.67856836""N";"15°32'09.67379600""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Charco de Las Palomas;317071000;Libre;Moderado;Media;Medio;Playa;2851;Charco las Palomas;30082;CHARCO DE LAS PALOMAS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;60;10;Roca;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'12.60272204""N";"15°31'52.38756132""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Arucas;Charco Lajial (Las Salinas);317071100;Peligrosa;Moderado;Media;Medio;ZBM;2852;Las Salinas;30081;CHARCO LAJIAL;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;210;30;Roca;;Aguas tranquilas;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'09.89884470""N";"15°31'24.23212810""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Gáldar;Juncal;319073100;Libre;Moderado;Media;;Playa;2836;Juncal;30120;PLAYA DEL JUNCAL;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;130;25;Callaos;;Oleaje moderado;Aislada;A pie difícil / Coche;entre 20.000 y 100.000;"28°07'02.10498018""N";"15°42'16.37865757""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Gáldar;Martorell;319073500;Libre;Bajo;Baja;;Playa;2858;Martorell;30116;PLAYA MARTORELL;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;35;60;Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°08'52.01731767""N";"15°41'47.95817561""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Gáldar;Sardina;319073600;Libre;Alto;Alta;;Playa;2859;Sardina;30115;PLAYA DE SARDINA;Si;Si;null;Si;Si;Si;Si;No;Si;Si;No;No;No;No;No;80;40;Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'07.10411203""N";"15°41'46.89277485""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Gáldar;Punta de Gáldar;319074200;Libre;Alto;Alta;;ZBM;2865;Punta de Gáldar;30110;PUNTA DE GALDAR;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;85;15;Roca;;Oleaje fuerte / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°10'12.57397712""N";"15°41'05.94997184""W";No;;;25/03/2025
Las Palmas;Gran Canaria;Gáldar;Caleta de Abajo;319074300;Peligrosa;Moderado;Media;;Playa;2866;Caleta de Abajo;30109;PLAYA DE CALETA DE ABAJO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;130;25;Callaos / Roca;;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'51.04313021""N";"15°40'54.23066319""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Gáldar;El Clavo;319074400;Libre;Moderado;Media;;ZBM;2867;El Clavo;30108;PUNTA DEL CLAVO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;75;25;Callaos;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'39.98607457""N";"15°40'26.03095036""W";No;;;25/03/2025
Las Palmas;Gran Canaria;Gáldar;La Furnia;319074500;Libre;Moderado;Media;;ZBM;2868;La Furnia;30107;FURNIA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;70;40;Callaos / Roca;;Oleaje fuerte;Aislada;A pie fácil;entre 20.000 y 100.000;"28°09'35.32099597""N";"15°40'24.04598481""W";No;;;25/03/2025
Las Palmas;Gran Canaria;Gáldar;Los Dos Roques;319074600;Peligrosa;Moderado;Media;;Playa;2869;Los Dos Roques;30106;PLAYA DE LOS DOS ROQUES;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;140;30;Callaos / Arena;Dorada;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'30.42677431""N";"15°40'13.52638366""W";No;;;25/03/2025
Las Palmas;Gran Canaria;Gáldar;Bocabarranco;319074700;Peligrosa;Moderado;Media;;Playa;2870;Bocabarranco;30105;PLAYA DE BOCABARRANCO;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;255;40;Callaos / Arena;Dorada;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'29.87330290""N";"15°39'53.83055668""W";No;;;25/03/2025
Las Palmas;Gran Canaria;Gáldar;El Agujero;319074900;Libre;Alto;Alta;;ZBM;2871;El Agujero;30104;EL AGUJERO;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;150;10;Callaos / Roca / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'40.73861162""N";"15°39'39.10276685""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Gáldar;Caleta de Arriba;319075100;Peligrosa;Moderado;Media;;Playa;2873;Caleta de Arriba;30101;CALETA DE ARRIBA;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;40;15;Callaos / Roca;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°09'53.20290803""N";"15°39'01.08298004""W";No;;;25/03/2025
Las Palmas;Gran Canaria;Gáldar;Barranquillo del Vino;319075200;Peligrosa;Bajo;Baja;Medio;ZBM;;;;;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;153;87;Roca / Arena;Oscura;Oleaje fuerte / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;" 28° 9'47.55""N";" 15°42'0.15""W";null;;;09/12/2025
Las Palmas;Gran Canaria;Ingenio;Playa de Las Torrecillas;320078100;Zona de seguridad de la Base Aérea de Gando;null;null;;Playa;;;30184;PLAYA DE LAS TORRECILLAS;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;714;14;Grava / Arena;;;Aislada;;>100.000;"27°55'19.17269010""N";"15°23'05.70114158""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Ingenio;Playa del Salmón;320078200;Zona de seguridad de la Base Aérea de Gando;null;null;;Playa;;;30185;PLAYA DEL SALMÓN;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;114;40;Grava / Roca /Arena;;;Aislada;;>100.000;"27°55'10.11119454""N";"15°23'08.92639584""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Ingenio;Playa de San Agustín;320078300;Libre;Bajo;Baja;Bajo;Playa;;;30186;PLAYA DE SAN AGUSTÍN;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;126;30;Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie / Coche;>100.000;"27°54'47.45860278""N";"15°23'12.42988613""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Ingenio;Playa del Burrero;320078400;Libre;Bajo;Baja;Bajo;Playa;2874;El Burrero;30062;PLAYA DEL BURRERO;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;No;No;No;500;40;Callaos / Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie / Coche;>100.000;"27°54'38.56116720""N";"15°23'13.37930807""W";Si;;01/01/2020;07/12/2023
Las Palmas;Gran Canaria;Mogán;Arguineguín;321080100;Libre;Moderado;Media;Bajo;Playa;2875;Arguineguín;30022;PLAYA DE ARGUINEGUÍN;No;Si;null;null;null;null;Si;No;No;No;No;No;No;Si;No;241;20;Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°45'22.39125314""N";"15°40'52.86353800""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Marañuela;321080200;Libre;Alto;Alta;Bajo;Playa;2876;Marañuela;30021;PLAYA DE LA MARAÑUELA;No;Si;null;null;null;null;No;Si;Si;No;No;No;No;No;No;398;29;Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°45'30.09082681""N";"15°40'56.39311131""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Costa Alegre;321080300;Libre;Alto;Alta;Bajo;Playa;2877;Costa Alegre;40772;CHARCA PINGARRATA;No;Si;null;null;null;null;No;No;Si;Si;Si;Si;No;No;No;62;21;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°45'42.17914903""N";"15°41'04.48232518""W";No;;;08/01/2026
Las Palmas;Gran Canaria;Mogán;Playa Carrera Sunwing;321080400;Peligrosa;Moderado;Media;Medio;Playa;2878;La Carrera;40772;CHARCA PINGARRATA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;50;21;Callaos / Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°45'48.85609173""N";"15°41'08.17551553""W";No;;;08/01/2026
Las Palmas;Gran Canaria;Mogán;Sunwing 2;321080500;Libre;Bajo;Baja;Medio;ZBM;;;;;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;;Urbana;A pie fácil;55248;"27°45'53.99826697""N";"15°41'14.56199621""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Patalavaca;321080600;Libre;Alto;Alta;Bajo;Playa;2879;Patalavaca;40772;CHARCA PINGARRATA;No;Si;null;null;null;null;No;Si;Si;No;Si;Si;No;No;No;293;40;Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°46'13.86323310""N";"15°41'20.36217349""W";No;;;08/01/2026
Las Palmas;Gran Canaria;Mogán;Aquamarina;321080700;Libre;Moderado;Media;Bajo;Playa;2880;Aquamarina;30017;PLAYA AQUAMARINA;No;No;null;null;null;null;No;No;Si;No;Si;Si;No;No;No;80;30;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil;55248;"27°46'18.10665271""N";"15°41'31.57758770""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;La Verga;321080800;Libre;Alto;Alta;Bajo;Playa;2881;La Verga;30016;PLAYA DE ANFI;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;No;Si;180;50;Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°46'23.05878436""N";"15°41'43.08066545""W";No;;;08/01/2026
Las Palmas;Gran Canaria;Mogán;Balito;321080900;Peligrosa;Bajo;Baja;;Playa;2882;Balito;30015;PLAYA BALITO;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;220;40;Callaos / Grava;;Oleaje moderado;Semiurbana;A pie fácil;55248;"27°46'27.59152224""N";"15°42'04.10446821""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Cala Cañada del Canario;321081000;Peligrosa;Bajo;Baja;Medio;ZBM;;;;CAÑADA DEL CANARIO;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;;Aislada;;55248;"27°46'46.18187448""N";"15°42'28.06465110""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Playa de Puerto Rico;321081100;Libre;Alto;Alta;Bajo;Playa;2883;Puerto Rico;30014;PLAYA DE PUERTO RICO;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;No;No;274;70;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°47'05.47853491""N";"15°42'47.24832130""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Barranco La Hondura;321081200;Uso Prohibido;null;null;;ZBM;;;;CALA BARRANCO DE LA HONDURA / PLAYA DE LA ESCALERA DE CARACOL;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca;;;Semiurbana;;55248;"27°47'11.84507097""N";"15°43'13.86978431""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Amadores;321081300;Libre;Alto;Alta;Alto;Playa;2884;Amadores;30013;PLAYA DE AMADORES;No;Si;null;null;null;null;Si;Si;Si;Si;Si;Si;Si;No;No;488;50;Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;55248;"27°47'27.89894626""N";"15°43'29.62041913""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Tauro;321081400;Libre;Moderado;Media;Medio;Playa;2885;Tauro;30012;PLAYA DE TAURO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;325;55;Arena;Dorada;Oleaje moderado;Semiurbana;A pie fácil / Coche;55248;"27°47'44.89098881""N";"15°43'39.43492995""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;El Cura;321081500;Libre;Moderado;Media;Medio;Playa;2886;El Cura;30011;PLAYA DEL CURA;No;No;null;null;null;null;Si;No;Si;No;Si;Si;No;No;Si;400;29;Callaos / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°47'52.45701612""N";"15°43'59.71110884""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Los Frailes;321081600;Libre;Moderado;Media;Medio;Playa;203.503;Los Frailes;30010;PLAYA DE LOS FRAILES;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;60;20;Callaos / Grava / Roca;Oscura;Oleaje moderado;Aislada;A pie fácil;55248;"27°47'56.17237809""N";"15°44'15.83978120""W";No;;;07/12/2023
